"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"04.02.2018","27.300","30.230","30.465","26.300","0,22K","-9,69%"
"03.02.2018","30.230","28.699","32.998","27.750","0,29K","5,33%"
"02.02.2018","28.699","27.694","32.998","19.000","1,12K","3,63%"
"01.02.2018","27.694","31.799","32.300","27.000","0,67K","-12,91%"
"31.01.2018","31.799","33.000","33.799","30.129","0,32K","-3,64%"
"30.01.2018","33.000","36.000","36.200","32.500","0,32K","-8,33%"
"29.01.2018","36.000","37.070","37.200","35.800","0,17K","-2,89%"
"28.01.2018","37.070","36.680","38.090","36.299","0,10K","1,06%"
"27.01.2018","36.680","35.898","37.050","35.600","0,07K","2,18%"
"26.01.2018","35.898","36.798","37.200","35.280","0,20K","-2,45%"
"25.01.2018","36.798","36.950","37.570","36.400","0,14K","-0,41%"
"24.01.2018","36.950","36.076","37.790","35.018","0,17K","2,42%"
"23.01.2018","36.076","36.350","37.960","33.600","0,32K","-0,75%"
"22.01.2018","36.350","38.640","39.640","34.200","0,42K","-5,93%"
"21.01.2018","38.640","41.616","41.830","38.250","0,22K","-7,15%"
"20.01.2018","41.616","39.400","42.000","38.860","0,19K","5,62%"
"19.01.2018","39.400","39.000","40.800","38.001","0,30K","1,03%"
"18.01.2018","39.000","38.500","41.890","36.490","0,55K","1,30%"
"17.01.2018","38.500","38.199","40.998","32.000","0,91K","0,79%"
"16.01.2018","38.199","46.148","46.300","32.301","1,14K","-17,23%"
"15.01.2018","46.148","46.202","47.450","45.600","0,17K","-0,12%"
"14.01.2018","46.202","46.890","47.235","45.100","0,09K","-2,20%"
"13.01.2018","47.240","45.767","47.450","45.221","0,14K","3,33%"
"12.01.2018","45.717","44.400","47.679","41.000","0,33K","2,74%"
"11.01.2018","44.499","50.000","50.200","40.001","0,54K","-11,00%"
"10.01.2018","50.000","49.397","50.699","47.000","0,38K","1,22%"
"09.01.2018","49.397","50.900","52.900","49.000","0,33K","-2,95%"
"08.01.2018","50.900","55.100","55.570","50.011","0,47K","-7,62%"
"07.01.2018","55.100","56.506","56.798","54.711","0,16K","-2,49%"
"06.01.2018","56.506","56.900","57.000","54.500","0,26K","-0,69%"
"05.01.2018","56.900","52.750","57.000","52.000","0,52K","8,45%"
"04.01.2018","52.465","53.149","53.600","51.000","0,35K","-1,29%"
"03.01.2018","53.149","51.204","53.999","50.385","0,35K","3,80%"
"02.01.2018","51.204","48.800","51.999","47.402","0,48K","4,82%"
"01.01.2018","48.850","48.206","49.182","47.500","0,11K","1,34%"
