"Time","Contracts","Funding Interval","Funding Rate"
"2021-10-16 21:00:00","BTCUSDT Perpetual","8h","0.0312%"
"2021-10-16 13:00:00","BTCUSDT Perpetual","8h","0.0433%"
"2021-10-16 05:00:00","BTCUSDT Perpetual","8h","0.0278%"
"2021-10-15 21:00:00","BTCUSDT Perpetual","8h","0.0480%"
"2021-10-15 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-15 05:00:00","BTCUSDT Perpetual","8h","0.0366%"
"2021-10-14 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-14 13:00:00","BTCUSDT Perpetual","8h","0.0172%"
"2021-10-14 05:00:00","BTCUSDT Perpetual","8h","0.0227%"
"2021-10-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-13 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-12 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-12 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-10 05:00:00","BTCUSDT Perpetual","8h","0.0209%"
"2021-10-09 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-09 13:00:00","BTCUSDT Perpetual","8h","0.0157%"
"2021-10-09 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-08 13:00:00","BTCUSDT Perpetual","8h","0.0134%"
"2021-10-08 05:00:00","BTCUSDT Perpetual","8h","0.0233%"
"2021-10-07 21:00:00","BTCUSDT Perpetual","8h","0.0333%"
"2021-10-07 13:00:00","BTCUSDT Perpetual","8h","0.0326%"
"2021-10-07 05:00:00","BTCUSDT Perpetual","8h","0.0291%"
"2021-10-06 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-06 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-06 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-05 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-05 13:00:00","BTCUSDT Perpetual","8h","0.0001%"
"2021-10-05 05:00:00","BTCUSDT Perpetual","8h","-0.0025%"
"2021-10-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-04 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-04 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-03 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-03 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-02 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-02 13:00:00","BTCUSDT Perpetual","8h","0.0059%"
"2021-10-02 05:00:00","BTCUSDT Perpetual","8h","0.0035%"
"2021-10-01 21:00:00","BTCUSDT Perpetual","8h","0.0052%"
"2021-10-01 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-10-01 05:00:00","BTCUSDT Perpetual","8h","-0.0027%"
"2021-09-30 21:00:00","BTCUSDT Perpetual","8h","0.0022%"
"2021-09-30 13:00:00","BTCUSDT Perpetual","8h","0.0092%"
"2021-09-30 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-29 13:00:00","BTCUSDT Perpetual","8h","0.0056%"
"2021-09-29 05:00:00","BTCUSDT Perpetual","8h","0.0037%"
"2021-09-28 21:00:00","BTCUSDT Perpetual","8h","0.0044%"
"2021-09-28 13:00:00","BTCUSDT Perpetual","8h","0.0097%"
"2021-09-28 05:00:00","BTCUSDT Perpetual","8h","0.0033%"
"2021-09-27 21:00:00","BTCUSDT Perpetual","8h","0.0025%"
"2021-09-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-26 13:00:00","BTCUSDT Perpetual","8h","-0.0017%"
"2021-09-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-25 21:00:00","BTCUSDT Perpetual","8h","0.0024%"
"2021-09-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-25 05:00:00","BTCUSDT Perpetual","8h","0.0056%"
"2021-09-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-24 13:00:00","BTCUSDT Perpetual","8h","0.0039%"
"2021-09-24 05:00:00","BTCUSDT Perpetual","8h","-0.0086%"
"2021-09-23 21:00:00","BTCUSDT Perpetual","8h","-0.0079%"
"2021-09-23 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-23 05:00:00","BTCUSDT Perpetual","8h","0.0078%"
"2021-09-22 21:00:00","BTCUSDT Perpetual","8h","0.0047%"
"2021-09-22 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-21 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-21 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-20 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-19 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-19 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-18 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-18 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-18 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-17 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-17 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-17 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-16 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-16 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-16 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-15 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-15 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-15 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-14 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-14 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-14 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-13 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-12 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-12 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-10 13:00:00","BTCUSDT Perpetual","8h","0.0111%"
"2021-09-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-09 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-09 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-09 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-08 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-08 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-07 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-07 13:00:00","BTCUSDT Perpetual","8h","0.0229%"
"2021-09-07 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-06 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-06 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-06 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-05 21:00:00","BTCUSDT Perpetual","8h","0.0267%"
"2021-09-05 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-05 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-09-04 13:00:00","BTCUSDT Perpetual","8h","0.0192%"
"2021-09-04 05:00:00","BTCUSDT Perpetual","8h","0.0117%"
"2021-09-03 21:00:00","BTCUSDT Perpetual","8h","0.0439%"
"2021-09-03 13:00:00","BTCUSDT Perpetual","8h","0.0243%"
"2021-09-03 05:00:00","BTCUSDT Perpetual","8h","0.0333%"
"2021-09-02 21:00:00","BTCUSDT Perpetual","8h","0.0478%"
"2021-09-02 13:00:00","BTCUSDT Perpetual","8h","0.0574%"
"2021-09-02 05:00:00","BTCUSDT Perpetual","8h","0.0486%"
"2021-09-01 21:00:00","BTCUSDT Perpetual","8h","0.0405%"
"2021-09-01 13:00:00","BTCUSDT Perpetual","8h","0.0339%"
"2021-09-01 05:00:00","BTCUSDT Perpetual","8h","0.0272%"
"2021-08-31 21:00:00","BTCUSDT Perpetual","8h","0.0446%"
"2021-08-31 13:00:00","BTCUSDT Perpetual","8h","0.0233%"
"2021-08-31 05:00:00","BTCUSDT Perpetual","8h","0.0277%"
"2021-08-30 21:00:00","BTCUSDT Perpetual","8h","0.0361%"
"2021-08-30 13:00:00","BTCUSDT Perpetual","8h","0.0225%"
"2021-08-30 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-29 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-28 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-28 13:00:00","BTCUSDT Perpetual","8h","0.0231%"
"2021-08-28 05:00:00","BTCUSDT Perpetual","8h","0.0322%"
"2021-08-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-26 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-26 05:00:00","BTCUSDT Perpetual","8h","0.0218%"
"2021-08-25 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-25 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-24 21:00:00","BTCUSDT Perpetual","8h","0.0195%"
"2021-08-24 13:00:00","BTCUSDT Perpetual","8h","0.0413%"
"2021-08-24 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-23 21:00:00","BTCUSDT Perpetual","8h","0.0293%"
"2021-08-23 13:00:00","BTCUSDT Perpetual","8h","0.0239%"
"2021-08-23 05:00:00","BTCUSDT Perpetual","8h","0.0391%"
"2021-08-22 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-22 13:00:00","BTCUSDT Perpetual","8h","0.0148%"
"2021-08-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-21 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-21 13:00:00","BTCUSDT Perpetual","8h","0.0166%"
"2021-08-21 05:00:00","BTCUSDT Perpetual","8h","0.0200%"
"2021-08-20 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-20 13:00:00","BTCUSDT Perpetual","8h","0.0142%"
"2021-08-20 05:00:00","BTCUSDT Perpetual","8h","0.0114%"
"2021-08-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-19 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-19 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-18 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-18 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-18 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-17 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-17 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-17 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-16 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-16 13:00:00","BTCUSDT Perpetual","8h","0.0139%"
"2021-08-16 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-15 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-15 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-15 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-14 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-14 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-14 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-13 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-12 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-12 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-09 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-09 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-09 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-08 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-08 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-07 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-07 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-07 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-06 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-06 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-06 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-05 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-05 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-05 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-04 13:00:00","BTCUSDT Perpetual","8h","0.0012%"
"2021-08-04 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-03 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-03 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-02 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-02 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-01 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-01 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-08-01 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-31 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-31 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-31 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-30 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-30 13:00:00","BTCUSDT Perpetual","8h","-0.0024%"
"2021-07-30 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-29 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-29 05:00:00","BTCUSDT Perpetual","8h","0.0082%"
"2021-07-28 21:00:00","BTCUSDT Perpetual","8h","0.0014%"
"2021-07-28 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-28 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-27 21:00:00","BTCUSDT Perpetual","8h","-0.0021%"
"2021-07-27 13:00:00","BTCUSDT Perpetual","8h","-0.0023%"
"2021-07-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-26 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-25 21:00:00","BTCUSDT Perpetual","8h","-0.0549%"
"2021-07-25 13:00:00","BTCUSDT Perpetual","8h","-0.0052%"
"2021-07-25 05:00:00","BTCUSDT Perpetual","8h","-0.0218%"
"2021-07-24 21:00:00","BTCUSDT Perpetual","8h","-0.0257%"
"2021-07-24 13:00:00","BTCUSDT Perpetual","8h","-0.0107%"
"2021-07-24 05:00:00","BTCUSDT Perpetual","8h","-0.0134%"
"2021-07-23 21:00:00","BTCUSDT Perpetual","8h","-0.0073%"
"2021-07-23 13:00:00","BTCUSDT Perpetual","8h","-0.0010%"
"2021-07-23 05:00:00","BTCUSDT Perpetual","8h","-0.0170%"
"2021-07-22 21:00:00","BTCUSDT Perpetual","8h","0.0003%"
"2021-07-22 13:00:00","BTCUSDT Perpetual","8h","0.0013%"
"2021-07-22 05:00:00","BTCUSDT Perpetual","8h","0.0013%"
"2021-07-21 21:00:00","BTCUSDT Perpetual","8h","-0.0163%"
"2021-07-21 13:00:00","BTCUSDT Perpetual","8h","-0.0324%"
"2021-07-21 05:00:00","BTCUSDT Perpetual","8h","-0.0392%"
"2021-07-20 21:00:00","BTCUSDT Perpetual","8h","-0.0229%"
"2021-07-20 13:00:00","BTCUSDT Perpetual","8h","-0.0190%"
"2021-07-20 05:00:00","BTCUSDT Perpetual","8h","-0.0126%"
"2021-07-19 21:00:00","BTCUSDT Perpetual","8h","-0.0157%"
"2021-07-19 13:00:00","BTCUSDT Perpetual","8h","-0.0013%"
"2021-07-19 05:00:00","BTCUSDT Perpetual","8h","0.0031%"
"2021-07-18 21:00:00","BTCUSDT Perpetual","8h","-0.0076%"
"2021-07-18 13:00:00","BTCUSDT Perpetual","8h","-0.0045%"
"2021-07-18 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-17 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-17 13:00:00","BTCUSDT Perpetual","8h","0.0023%"
"2021-07-17 05:00:00","BTCUSDT Perpetual","8h","-0.0044%"
"2021-07-16 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-16 13:00:00","BTCUSDT Perpetual","8h","0.0010%"
"2021-07-16 05:00:00","BTCUSDT Perpetual","8h","0.0061%"
"2021-07-15 21:00:00","BTCUSDT Perpetual","8h","-0.0116%"
"2021-07-15 13:00:00","BTCUSDT Perpetual","8h","0.0015%"
"2021-07-15 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-14 21:00:00","BTCUSDT Perpetual","8h","-0.0049%"
"2021-07-14 13:00:00","BTCUSDT Perpetual","8h","-0.0118%"
"2021-07-14 05:00:00","BTCUSDT Perpetual","8h","0.0013%"
"2021-07-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-13 13:00:00","BTCUSDT Perpetual","8h","0.0000%"
"2021-07-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-12 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-12 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-12 05:00:00","BTCUSDT Perpetual","8h","0.0034%"
"2021-07-11 21:00:00","BTCUSDT Perpetual","8h","0.0088%"
"2021-07-11 13:00:00","BTCUSDT Perpetual","8h","-0.0034%"
"2021-07-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-10 21:00:00","BTCUSDT Perpetual","8h","0.0077%"
"2021-07-10 13:00:00","BTCUSDT Perpetual","8h","0.0000%"
"2021-07-10 05:00:00","BTCUSDT Perpetual","8h","0.0078%"
"2021-07-09 21:00:00","BTCUSDT Perpetual","8h","-0.0001%"
"2021-07-09 13:00:00","BTCUSDT Perpetual","8h","-0.0189%"
"2021-07-09 05:00:00","BTCUSDT Perpetual","8h","-0.0174%"
"2021-07-08 21:00:00","BTCUSDT Perpetual","8h","-0.0109%"
"2021-07-08 13:00:00","BTCUSDT Perpetual","8h","-0.0281%"
"2021-07-08 05:00:00","BTCUSDT Perpetual","8h","-0.0065%"
"2021-07-07 21:00:00","BTCUSDT Perpetual","8h","0.0013%"
"2021-07-07 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-07 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-06 21:00:00","BTCUSDT Perpetual","8h","-0.0134%"
"2021-07-06 13:00:00","BTCUSDT Perpetual","8h","-0.0083%"
"2021-07-06 05:00:00","BTCUSDT Perpetual","8h","-0.0112%"
"2021-07-05 21:00:00","BTCUSDT Perpetual","8h","-0.0007%"
"2021-07-05 13:00:00","BTCUSDT Perpetual","8h","-0.0105%"
"2021-07-05 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-04 13:00:00","BTCUSDT Perpetual","8h","0.0044%"
"2021-07-04 05:00:00","BTCUSDT Perpetual","8h","-0.0153%"
"2021-07-03 21:00:00","BTCUSDT Perpetual","8h","0.0032%"
"2021-07-03 13:00:00","BTCUSDT Perpetual","8h","0.0035%"
"2021-07-03 05:00:00","BTCUSDT Perpetual","8h","-0.0136%"
"2021-07-02 21:00:00","BTCUSDT Perpetual","8h","-0.0049%"
"2021-07-02 13:00:00","BTCUSDT Perpetual","8h","-0.0122%"
"2021-07-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-01 21:00:00","BTCUSDT Perpetual","8h","0.0083%"
"2021-07-01 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-07-01 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-30 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-30 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-30 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-29 13:00:00","BTCUSDT Perpetual","8h","0.0038%"
"2021-06-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-28 21:00:00","BTCUSDT Perpetual","8h","0.0083%"
"2021-06-28 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-28 05:00:00","BTCUSDT Perpetual","8h","0.0033%"
"2021-06-27 21:00:00","BTCUSDT Perpetual","8h","-0.0030%"
"2021-06-27 13:00:00","BTCUSDT Perpetual","8h","-0.0262%"
"2021-06-27 05:00:00","BTCUSDT Perpetual","8h","-0.0530%"
"2021-06-26 21:00:00","BTCUSDT Perpetual","8h","-0.0236%"
"2021-06-26 13:00:00","BTCUSDT Perpetual","8h","-0.0104%"
"2021-06-26 05:00:00","BTCUSDT Perpetual","8h","-0.0132%"
"2021-06-25 21:00:00","BTCUSDT Perpetual","8h","-0.0111%"
"2021-06-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-25 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-24 21:00:00","BTCUSDT Perpetual","8h","0.0023%"
"2021-06-24 13:00:00","BTCUSDT Perpetual","8h","-0.0189%"
"2021-06-24 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-23 21:00:00","BTCUSDT Perpetual","8h","-0.0078%"
"2021-06-23 13:00:00","BTCUSDT Perpetual","8h","-0.0199%"
"2021-06-23 05:00:00","BTCUSDT Perpetual","8h","-0.0137%"
"2021-06-22 21:00:00","BTCUSDT Perpetual","8h","0.0000%"
"2021-06-22 13:00:00","BTCUSDT Perpetual","8h","-0.0329%"
"2021-06-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-21 21:00:00","BTCUSDT Perpetual","8h","0.0079%"
"2021-06-21 13:00:00","BTCUSDT Perpetual","8h","-0.0199%"
"2021-06-21 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-20 21:00:00","BTCUSDT Perpetual","8h","-0.0017%"
"2021-06-20 13:00:00","BTCUSDT Perpetual","8h","-0.0185%"
"2021-06-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-19 13:00:00","BTCUSDT Perpetual","8h","0.0074%"
"2021-06-19 05:00:00","BTCUSDT Perpetual","8h","-0.0095%"
"2021-06-18 21:00:00","BTCUSDT Perpetual","8h","-0.0053%"
"2021-06-18 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-18 05:00:00","BTCUSDT Perpetual","8h","0.0003%"
"2021-06-17 21:00:00","BTCUSDT Perpetual","8h","0.0053%"
"2021-06-17 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-17 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-16 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-16 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-16 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-15 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-15 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-15 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-14 21:00:00","BTCUSDT Perpetual","8h","0.0080%"
"2021-06-14 13:00:00","BTCUSDT Perpetual","8h","-0.0032%"
"2021-06-14 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
